,category,desc_type,comments,descriptions,difficulty_rating,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,endDate,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_caption_sbert,desc_alttext_sbert,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
140,Green marketing / Adoptability / LOHAS,first,,This is a pie graph of NMI's 2007 US LOHAS Consumer Segementation.,4,1697504612634,1,prolific/train-0-480642.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Seoul', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",60fcc0ed988e5abac6c3e544,84038,Well,Mon Oct 16 2023 20:50:21 GMT-0400 (EDT),1697503821735,13.18165,Green marketing,1,Mon Oct 16 2023 21:03:32 GMT-0400 (EDT),11,14,The distribution of the different types of LOHAS.[26],The distribution of the different types of LOHAS.,67,12,9,0.5405405405405410,0.25095078349113500,0.26163923740387000,0.9872645139694210,1,1,1,1,1,1,1,1,0,1,1,1
141,Saqqaq / Population,first,,This is a bar graph of Saqqaq's population from 1991-2010. The highest was 124 in 2006 and the lowest was 77 in 1992.,1,1697504612634,1,prolific/train-0-370954.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Seoul', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",60fcc0ed988e5abac6c3e544,80587,Well,Mon Oct 16 2023 20:50:21 GMT-0400 (EDT),1697503821735,13.18165,Ikerasaarsuk,2,Mon Oct 16 2023 21:03:32 GMT-0400 (EDT),11,26,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,117,17,3,0.5128205128205130,0.5987492203712460,0.7039817571640020,0.759284496307373,1,1,1,1,1,1,1,1,0,1,1,1
142,Saqqaq / Population,first,,Saqqaq population has grown and fallen and grown again and fallen again since 1991.,4,1697504681896,1,prolific/train-0-370954.png,FALSE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6317db8020afb4f2e618569c,51944,Moderate,Mon Oct 16 2023 20:42:00 GMT-0400 (Eastern Daylight Time),1697503320548,22.6891333333333,Ikerasaarsuk,0,Mon Oct 16 2023 21:04:41 GMT-0400 (Eastern Daylight Time),9,15,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,83,17,3,0.6666666666666670,0.6485838890075680,0.7132077217102050,0.759284496307373,1,1,0,0,1,1,1,1,1,0,1,1
143,Normally distributed and uncorrelated does not imply independent / Examples / A symmetric example,first,,A large x and y graph showing the intersection density value functions. The two meet in the middle and get darker there while getting whiter at the edges. ,4,1697504681896,1,prolific/train-0-236684.png,FALSE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6317db8020afb4f2e618569c,67303,Moderate,Mon Oct 16 2023 20:42:00 GMT-0400 (Eastern Daylight Time),1697503320548,22.6891333333333,Normally distributed and uncorrelated does not imply independent,1,Mon Oct 16 2023 21:04:41 GMT-0400 (Eastern Daylight Time),9,30,"Joint range of
  
    
      
        X
      
    
    {\displaystyle X}
  
 and
  
    
      
        Y
      
    
    {\displaystyle Y}
  
. Darker indicates higher value of the density function.","Two normally distributed, uncorrelated but dependent variables.",155,24,9,0.6176470588235290,0.6744304895401000,0.19248631596565200,0.2453407645225530,1,1,0,0,1,1,1,1,1,0,1,1
144,Ernie Toshack with the Australian cricket team in England in 1948 / Role,first,,The chart has pink and red bars. The pink bars are the per inning bars while the much larger red bars are the test innings. There's a blue line showing the average of the five recent innings. There are also a handful of blue dots on top of some parts of the graphs. ,5,1697504681896,1,prolific/train-0-24640.png,FALSE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6317db8020afb4f2e618569c,99531,Moderate,Mon Oct 16 2023 20:42:00 GMT-0400 (Eastern Daylight Time),1697503320548,22.6891333333333,Ernie Toshack with the Australian cricket team in England in 1948,2,Mon Oct 16 2023 21:04:41 GMT-0400 (Eastern Daylight Time),9,58,"A chart showing Toshack's batting performance during the tour. The runs scored per innings are represented by the bars, with the red bars being Test innings and the pink bars being other first-class innings. The blue line is the average of the five most recent innings and the dots indicate not outs.[10]","Toshack started the season with five first-class innings outside the Tests, and all were less than 10 and four were less than five, none were not out. He then scored two scores between 15 and 20 in the Tests, with a score of four outside the Tests in between. After scores of 1 and zero not out in the next two tour matches, he scored 12 not out in his third and final Test innings. He then finished with two in a tour match. All of his efforts beyond ten were in Tests, and he passed ten in all three Test innings, two of these being not out.",266,60,119,0.7575757575757580,0.7850170135498050,0.3455255627632140,0.6793749332427980,1,1,0,0,1,1,1,1,1,0,1,1
145,Saqqaq / Population,first,,"A bar graph, measuring Saqqaq's annual population from the year 1991 to 2010. Saqqaq's population starts at 209 in the year 1991, before steadily decreasing all the way until 134 in 2010.",2,1697504718855,1,prolific/train-0-448110.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5f0fa5d6f1db6e19c7702e0d,159247,Moderate,Mon Oct 16 2023 17:44:10 GMT-0700 (Pacific Daylight Time),1697503450696,21.1359833333333,Tiilerilaaq,0,Mon Oct 16 2023 18:05:18 GMT-0700 (Pacific Daylight Time),11,38,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,187,17,3,0.5789473684210530,0.6915077567100530,0.7811876535415650,0.759284496307373,1,1,0,1,1,1,1,1,1,1,1,1
146,Federal political financing in Canada / Private funding / Cost of fundraising,first,,"A 3-D, double bar graph, illustrating the top three Canadian federal parties, with each of their fundraising expenses and subsidized contributions. The expenses and contributions are measured in millions of dollars. The Conservative Party leads all three parties, with the Liberal Party coming in second, and the New Democratic Party in last place.",4,1697504718855,1,prolific/train-0-14152.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5f0fa5d6f1db6e19c7702e0d,262388,Moderate,Mon Oct 16 2023 17:44:10 GMT-0700 (Pacific Daylight Time),1697503450696,21.1359833333333,Federal political financing in Canada,1,Mon Oct 16 2023 18:05:18 GMT-0700 (Pacific Daylight Time),11,61,Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009 (source: Elections Canada[4]),Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009,348,24,15,0.5333333333333330,0.6287974119186400,0.6624667644500730,0.9773972630500790,1,1,0,1,1,1,1,1,1,1,1,1
147,European debt crisis / Evolution of the crisis / Portugal,first,,"Portugal's debt is slightly higher than the eurozone average debt from the years 1999-2005, then is identical to the eurozone average debt from the years 2005-2009, and becomes much higher than the eurozone average debt from 2009 until now.",2,1697504718855,1,prolific/train-0-191651.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5f0fa5d6f1db6e19c7702e0d,289694,Moderate,Mon Oct 16 2023 17:44:10 GMT-0700 (Pacific Daylight Time),1697503450696,21.1359833333333,European debt crisis,2,Mon Oct 16 2023 18:05:18 GMT-0700 (Pacific Daylight Time),11,43,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,240,9,6,0.6470588235294120,0.9014782905578610,0.8644148707389830,0.9214153289794920,1,1,0,1,1,1,1,1,1,1,1,1
148,Elections in Croatia / Parliamentary elections / Previous parliamentary elections,first,,"A line chart showing number of seats won in Croatian parliamentary elections by various political parties according to year. The election years listed are 1992, 1995, 2000, 2003, 2007, 2011, 2015, and 2016. Party HDZ's data points are indicated by a dark blue line. Chronologically by year, starting in 1992, they are approximately as follows: 85, 75, 46, 66, 66, 45, 51, and 58. Party SDP's data points are indicated by a red line. Chronologically, the values are approximately as follows: 11, 10, 43, 35, 57, 61, 42, and 38. Party HNS is indicated by an orange line, and its approximate chronological data points are as follows: 6, 3, 3, 10, 7, 14, 9, and 9. Party HSLS is indicated by a yellow line, and its approximate chronological data values are as follows: 14, 12, 25, 2, 2, 0, 2, and 1. Party HSS is indicated by a green line, and its approximate chronological data values are as follows: 3, 10, 17, 10, 6, 1, 1, and 5. Party MOST is indicated by a yellow-orange line starting only at the 2015 data point. Its approximate data values are 19 for 2015 and 13 for 2016.",4,1697507151145,1,prolific/train-0-472392.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",652d97f11a3c1adb68762bbf,951243,Well,Mon Oct 16 2023 17:53:49 GMT-0700 (Pacific Daylight Time),1697504029160,52.0330833333333,Elections in Croatia,0,Mon Oct 16 2023 18:45:51 GMT-0700 (Pacific Daylight Time),10,261,"Croatian parliamentary election results, 1992–2016; parties winning 10 or more seats in any one election shown individually","Graph of Croatian election results, using differently-colored lines",1075,19,9,0.5,0.643591582775116,0.7019929885864260,0.5574201345443730,1,1,0,1,1,1,1,1,1,0,1,1
149,Saqqaq / Population,first,,"A vertical bar chart showing the Saqqaq population growth from 1991 to 2010, broken down by year. 1991's value is 205, 1992's value is 181, 1993's value is 179, 1994's value is 192, 1995's value is 176, 1996's value is 163, 1997's value is 153, 1998's value is 155, 1999's value is 155, 200's value is 146, 2001's value is 152, 2002's value is 155, 2003's value is 151, 2004's value is 150, 2005's value is 148, 2006's value is 165, 2007's value is 138, 2008's value is 146, 2009's value is 132, and 2010's value is 134.",2,1697507151145,1,prolific/train-0-448110.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",652d97f11a3c1adb68762bbf,576527,Well,Mon Oct 16 2023 17:53:49 GMT-0700 (Pacific Daylight Time),1697504029160,52.0330833333333,Tiilerilaaq,1,Mon Oct 16 2023 18:45:51 GMT-0700 (Pacific Daylight Time),10,140,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,520,17,3,0.5348837209302330,0.5276743173599240,0.5441873073577880,0.759284496307373,1,1,0,1,1,1,1,1,1,0,1,1
150,Electricity sector in Germany / Electricity prices,first,,"A pie chart showing the components that make up the total German Electricity price.

The largest wedge, 25.1%, is Grid Charges, valued at 7.9 cents per kilowatt-hour. Next largest (22.4%) is Power generation of acquisition, Sales, which is valued at 7.06 cents per kilowatt-hour. The remaining categories are all colored blue on the chart to indicate that they are all subcategories under the category Taxes, Levies, and Surcharges (which make up 53% of the total). The largest in this category is Renewable surcharge (21.5%), which is valued at 6.756 cents per kilowatt-hour. Next is Value-added tax (16%), which is valued at 5.02 cents per kilowatt-hour. Next is Electricity Tax (6.5%) valued at 2.05 cents per kilowatt-hour, followed by the Concession fee (5.5%), which is 1.66 cents. Finally, Other levies (3.2%), accounts for 1.0 cent per kilowatt-hour.",3,1697507151145,1,prolific/train-0-395010.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",652d97f11a3c1adb68762bbf,922775,Well,Mon Oct 16 2023 17:53:49 GMT-0700 (Pacific Daylight Time),1697504029160,52.0330833333333,Electricity sector in Germany,2,Mon Oct 16 2023 18:45:51 GMT-0700 (Pacific Daylight Time),10,179,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,860,9,4,0.41818181818181800,0.677806556224823,0.7153403162956240,0.7899571657180790,1,1,0,1,1,1,1,1,1,0,1,1
